name,year,match_method,omdb_title,omdb_year,Plot,Genre_full,Actors_full,Writer_full,Director_full,imdbRating_omdb
Hell's Kitchen,1998,exact,Hell's Kitchen,1998,"When a robbery goes awry, the bandits all end up in a puddle of blood and only one lives and goes to jail for five years. Upon his release, the girlfriend wants her new boyfriend to kill him. Only trouble is the boyfriend knows that the fault was not the ex-con's and can't bring himself to do the town. Meanwhile, the ex-con tries to turn his life around by becoming a boxer and training under a former heavyweight contender.","Crime, Drama","Rosanna Arquette, William Forsythe, Angelina Jolie","Tony Cinciripini, Antone Pagán",Tony Cinciripini,4.6
Homegrown,1998,exact,Homegrown,1998,"Life is good for Jack, Carter and Harlan, three inept ne'r-do-wells who help run master dope-grower Malcoms flourishing marijuana plantation somewhere in northern California. But then Malcom is suddenly bumped off by a mysterious assailant, after a moment of panic, the naive trio decide to take over the business themselves. However, their lazy days on the dope farm have ill prepared them for the high-stakes game of finding buyers for millions of dollars of contraband. As they plunge into a shadowy new world of duplicity, double-dealing and danger, they soon find that they have gotten in way, way over their heads. But driven on by increasing greed and paranoia, it's too late to back out.","Comedy, Crime, Drama","Billy Bob Thornton, Hank Azaria, Kelly Lynch","Jonah Raskin, Stephen Gyllenhaal, Nicholas Kazan",Stephen Gyllenhaal,5.7
Hurlyburly,1998,exact,Hurlyburly,1998,Hurly-burly is an adaptation of David Rabe's well known play about the intersecting lives of several Hollywood players and wannabes whose personal lives threaten to veer into a catastrophe more interesting than anything they're peddling to the studios.,"Comedy, Drama","Sean Penn, Kevin Spacey, Chazz Palminteri",David Rabe,Anthony Drazan,5.8
Home Fries,1998,exact,Home Fries,1998,"Hamburger joint waitress Sally Jackson is pregnant. When Beatrice, the wife of the father, finds out about his infidelity, she sends her sons from a previous marriage, military pilots Angus and Dorian Montier, to scare the living daylights out of him. Their gunship does such a good job, without hitting him, that he dies from a heart attack. Worrying about radio interference that night, they investigate who might have heard too much within the fairly empty reception perimeter, and soon discover only Sally could, still ignorant about her affair with his step-dad Henry. Dorian takes a job there to be sure, but soon falls for her himself, while mother-obsessed moron Angus would do anything to anyone for her honor...","Comedy, Drama, Romance","Drew Barrymore, Luke Wilson, Catherine O'Hara",Vince Gilligan,Dean Parisot,5.1
Sweet Jane,1998,exact,Sweet Jane,1998,"Jane is a drug addict who has just been diagnosed HIV-positive. Teenage boy Tony gets close to her and accepts her as a surrogate mother, but he's also terminally ill with AIDS.","Drama, Romance","Samantha Mathis, Barbara Pilavin, Kimberly Scott",Joe Gayton,Joe Gayton,6.9
The Matrix,1999,exact,The Matrix,1999,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. As a rebel against the machines, Neo must confront the agents: super-powerful computer programs devoted to stopping Neo and the entire human rebellion.","Action, Sci-Fi","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Lilly Wachowski, Lana Wachowski","Lana Wachowski, Lilly Wachowski",8.7
Fight Club,1999,exact,Fight Club,1999,"A nameless first-person narrator attends support groups in an attempt to subdue his emotional state and relieve his insomniac state. When he meets Marla, another fake attendee of support groups, his life seems to become a little more bearable. However, when he associates himself with Tyler he is dragged into an underground fight club and soap-making scheme. Together the two men spiral out of control and engage in competitive rivalry for love and power.","Crime, Drama, Thriller","Brad Pitt, Edward Norton, Meat Loaf","Chuck Palahniuk, Jim Uhls",David Fincher,8.8
The Talented Mr. Ripley,1999,exact,The Talented Mr. Ripley,1999,"The 1950s. Manhattan lavatory attendant, Tom Ripley, borrows a Princeton jacket to play piano at a garden party. When the wealthy father of a recent Princeton grad chats Tom up, Tom pretends to know the son and is soon offered $1,000 to go to Italy to convince Dickie Greenleaf to return home. In Italy, Tom attaches himself to Dickie and to Marge, Dickie's cultured fiancée, pretending to love jazz and harboring homoerotic hopes as he soaks in luxury. Besides lying, Tom's talents include impressions and forgery, so when the handsome and confident Dickie tires of Tom, dismissing him as a bore, Tom goes to extreme lengths to make Greenleaf's privileges his own.","Crime, Drama, Thriller","Matt Damon, Gwyneth Paltrow, Jude Law","Patricia Highsmith, Anthony Minghella",Anthony Minghella,7.4
Eyes Wide Shut,1999,exact,Eyes Wide Shut,1999,"After his wife, Alice, tells him about her sexual fantasies, William Harford sets out for a night of sexual adventure. After several less than successful encounters, he meets an old friend, Nick Nightingale--now a musician--who tells him of strange sex parties where he is required to play the piano blindfolded. All the men at the party are costumed and wear masks while the women are all young and beautiful. Harford manages to find an appropriate costume and heads out to the party. Once there, however, he is warned by someone who recognizes him, despite the mask, that he is in great danger. He manages to extricate himself, but the threats prove to be quite real and sinister.","Drama, Mystery, Thriller","Tom Cruise, Nicole Kidman, Todd Field","Stanley Kubrick, Frederic Raphael, Arthur Schnitzler",Stanley Kubrick,7.5
The Mummy,1999,exact,The Mummy,1999,"An English librarian called Evelyn Carnahan becomes interested in starting an archaeological dig at the ancient city of Hamunaptra. She gains the help of Rick O'Connell, after saving him from his death. What Evelyn, her brother Jonathan and Rick are unaware of is that another group of explorers are interested in the same dig. Unfortunately for everyone, this group ends up unleashing a curse which been laid on the dead High Priest Imhotep. Now 'The Mummy' is awake and it's going to take a lot more than guns to send him back to where he came from.","Action, Adventure, Fantasy","Brendan Fraser, Rachel Weisz, John Hannah","Stephen Sommers, Lloyd Fonvielle, Kevin Jarre",Stephen Sommers,7.1
American Pie,1999,exact,American Pie,1999,"Jim, Oz, Finch and Kevin are four friends who make a pact that before they graduate they will all lose their virginity. The hard job now is how to reach that goal by prom night. Whilst Oz begins singing to grab attention and Kevin tries to persuade his girlfriend, Finch tries any easy route of spreading rumors and Jim fails miserably. Whether it is being caught on top of a pie or on the Internet, Jim always ends up with his trusty sex advice from his father. Will they achieve their goal of getting laid by prom night? Or will they learn something much different?",Comedy,"Jason Biggs, Chris Klein, Thomas Ian Nicholas",Adam Herz,Paul Weitz,7.0
The Green Mile,1999,exact,The Green Mile,1999,Based on Stephen King's 1996 novel of the same name. Stars Tom Hanks as a death row corrections officer during the U.S. Great Depression who witnesses supernatural events that occur after an enigmatic inmate (Michael Clarke Duncan) is brought to his facility.,"Crime, Drama, Fantasy","Tom Hanks, Michael Clarke Duncan, David Morse","Stephen King, Frank Darabont",Frank Darabont,8.6
American Beauty,1999,exact,American Beauty,1999,"After his death sometime in his 43rd year, suburbanite Lester Burnham tells of the last few weeks of his life, during which he had no idea of his imminent passing. He is a husband to real estate agent Carolyn Burnham and father to high school student Jane Burnham. Although Lester and Carolyn once loved each other, they now merely tolerate each other. Typical wallflower Jane also hates both her parents; the three suffer individually in silence in their home life. Jane tries to steer clear of both her parents. Carolyn, relatively new to the real estate business, wants to create the persona of success to further her career, aspiring to the professional life of Buddy Kane, the king of the real estate business in their neighborhood. Lester merely walks mindlessly through life, including at his job in advertising. His company is downsizing, and he, like all the other employees, has to justify his position to the newly hired efficiency expert to keep his job. Things change for Lester when he falls in love at first sight with Jane's more experienced classmate, Angela Hayes. Both Janie and Angela can see Lester's sexual infatuation with Angela, who courts such attention from any man as a sign that she is model material, she having once appeared in Seventeen and is a career to which she aspires. Lester's infatuation with Angela gives him a reenergized view on life, where he openly doesn't care anymore what anyone thinks about what he does, anyone except Angela. This infatuation coincides with the Fittses moving in next door: homophobic disciplinarian US Marine Colonel Frank Fitts who rules the house with a military fist (that fist being both figurative and literal), his semi-comatose wife Barbara Fitts, and their bright and quietly subversive 18-year-old son Ricky Fitts, who openly abides by his father's rules while behind the scenes lives by his own quite different perspective. Much like Lester's infatuation, Ricky immediately becomes infatuated with Jane; he considers girls like Angela as ordinary. The entry of Angela and the Fittses into the Burnhams' lives ultimately leads to each of the players confronting what is truly in his or her heart.",Drama,"Kevin Spacey, Annette Bening, Thora Birch",Alan Ball,Sam Mendes,8.3
Star Wars: Episode I - The Phantom Menace,1999,exact,Star Wars: Episode I - The Phantom Menace,1999,"The evil Trade Federation, led by Nute Gunray is planning to take over the peaceful world of Naboo. Jedi Knights Qui-Gon Jinn and Obi-Wan Kenobi are sent to confront the leaders. But not everything goes to plan. The two Jedi escape, and along with their new Gungan friend, Jar Jar Binks head to Naboo to warn Queen Amidala, but droids have already started to capture Naboo and the Queen is not safe there. Eventually, they land on Tatooine, where they become friends with a young boy known as Anakin Skywalker. Qui-Gon is curious about the boy, and sees a bright future for him. The group must now find a way of getting to Coruscant and to finally solve this trade dispute, but there is someone else hiding in the shadows. Are the Sith really extinct? Is the Queen really who she says she is? And what's so special about this young boy?","Action, Adventure, Fantasy","Ewan McGregor, Liam Neeson, Natalie Portman",George Lucas,George Lucas,6.5
10 Things I Hate About You,1999,exact,10 Things I Hate About You,1999,"Adapted from William Shakespeare's play ""The Taming of the Shrew,"" 10 Things I Hate About You starts off with Cameron, new student at Padua High, sitting in the office of the quirky guidance counselor Ms. Perky. He is then shown around the school by Michael, who will become his best friend. During his tour is when Cameron first sees Bianca Stratford, a beautiful sophomore with one problem: she isn't allowed to date. And neither is her ""shrew"" sister, Katarina, a senior who loves indie rock and feminist prose and hates conformity. But Kat and Bianca's father alters his house rule: now, Bianca can date... as long as Kat has a date, too. Now, in order for Cameron to date Bianca, he has to find someone to date Kat. So Michael helps him enlist the help of pretty-boy/jerk/model Joey Donner, tricking him into thinking that *he* will get to take Bianca out if he pays someone to take out Kat. His choice: Patrick Verona, a bad-boy with a mysterious reputation--some say he ate a live duck once, others that he lit a state trooper on fire, and even more claim that he had a brief porn career. Will Patrick win Kat's heart? Will Cameron win Bianca's? Or will everything hit the fan...?","Comedy, Drama, Romance","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt","Karen McCullah, Kirsten Smith, William Shakespeare",Gil Junger,7.4
The Sixth Sense,1999,exact,The Sixth Sense,1999,"Malcom Crowe (Bruce Willis) is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.","Drama, Mystery, Thriller","Bruce Willis, Haley Joel Osment, Toni Collette",M. Night Shyamalan,M. Night Shyamalan,8.2
Austin Powers: the Spy Who Shagged Me,1999,exact,Austin Powers: The Spy Who Shagged Me,1999,"Dr. Evil uses a device he calls a ""Time Machine"" to travel back to 1969 and remove Austin Powers' mojo. The sexually wounded swinger must travel back in time and, with the help of agent Felicity Shagwell, recover his vitality. Meanwhile, Dr. Evil's personal life runs amok as he discovers love, continues to shun his son and develops a close relationship with himself. Well, actually, a clone 1/8 his size whom he dubs ""Mini-Me"". The always time-baffled Dr. Evil begins his plan to put a gigantic cannon on the moon, thus turning it into a device called either ""The Death Star"" or ""Alan Parson's Project,"" depending on which name is available.","Action, Adventure, Comedy","Mike Myers, Heather Graham, Michael York","Mike Myers, Michael McCullers",Jay Roach,6.7
Office Space,1999,exact,Office Space,1999,"In the Initech office, the insecure Peter Gibbons hates his job and the obnoxious Division VP Bill Lumbergh who has just hired two efficiency consultants to downsize the company. His best friends are two software engineers Michael Bolton and Samir Nagheenanajar, that also hate Initech, and his intrusive next door neighbor Lawrence. He believes his girlfriend Anne is cheating on him but she convinces Peter to visit the hypnotherapist Dr. Swanson. Peter tells how miserable his life is and Dr. Swanson hypnotizes him and he goes into a state of ecstasy. However, Dr. Swanson dies immediately after giving the hypnotic suggestion to Peter. Peter, in his new state, starts to date the waitress Joanna and changes his attitude which results in his being promoted by the consultants. When he discovers that Michael and Samir will be downsized, they decide to plant a virus in the banking system to embezzle fraction of cents on each financial operation into Peter's account. However Michael commits a mistake in the software on the decimal place and they siphon off over $300 thousand. The desperate trio tries to fix the problem, return the money and avoid going to prison.",Comedy,"Ron Livingston, Jennifer Aniston, David Herman",Mike Judge,Mike Judge,7.6
Galaxy Quest,1999,exact,Galaxy Quest,1999,"The sci-fi television series ""Galaxy Quest"", which took place aboard the intergalactic spaceship NSEA Protector, starred Jason Nesmith as suave Commander Peter Quincy Taggart, Gwen DeMarco as sexy communications person Lt. Tawny Madison (a role which consisted solely of repeating what the computer stated, much to Gwen's chagrin), Shakespearean trained Sir Alexander Dane as alien Dr. Lazarus, Fred Kwan as engineer Tech Sergeant Chen, and Tommy Webber as child pilot Laredo. Eighteen years after the series last aired, it lives on in the hearts of its rabid fans. However, it lives on in infamy for its stars, who have not been able to find meaningful acting work since. Their current lives revolve around cashing in on however those roles will afford, which usually entails attending fan conventions or worse, such as electronic store openings. Only Jason seems to relish his lot in life, until he finds out that his co-stars detest him because of his superior attitude as ""the Commander"", and much of the public considers him a laughing stock. Their lives change when Jason is approached by who he thinks are convention fans asking for help. They are in reality an alien race called Thermians, led by Mathesar, who have modeled their existence after the series, which they believe to be real. When Jason and then the rest of his co-stars (along with Guy Fleegman, who was killed off before the opening credits in only one episode) go along with the Thermians, Jason's co-stars who believe they are off to yet another paying gig, they learn that they have to portray their roles for real. Without screenwriters to get them to a happy and heroic ending, they have to trust that their play acting will work, especially in dealing with the Thermians' nemesis, General Sarris. Guy in particular fears that he will go the way his character did on the series. But when they run across technical issues that they as actors didn't care anything about during the filming of the series and thus now don't know how to deal with, they need to find someone who should know what to do.","Adventure, Comedy, Sci-Fi","Tim Allen, Sigourney Weaver, Alan Rickman","David Howard, Robert Gordon",Dean Parisot,7.4
Notting Hill,1999,exact,Notting Hill,1999,"Every man's dream comes true for William Thacker, an unsuccessful Notting Hill bookstore owner, when Anna Scott, the world's most beautiful woman and best-liked actress, enters his shop. A little later, he still can't believe it himself, William runs into her again - this time spilling orange juice over her. Anna accepts his offer to change in his nearby apartment, and thanks him with a kiss, which seems to surprise her even more than him. Eventually, Anna and William get to know each other better over the months, but being together with the world's most wanted woman is not easy - neither around your closest friends, nor in front of the all-devouring press.","Comedy, Drama, Romance","Hugh Grant, Julia Roberts, Richard McCabe",Richard Curtis,Roger Michell,7.2
Cruel Intentions,1999,exact,Cruel Intentions,1999,"Kathryn Merteuil and Sebastian Valmont are seductive, manipulative step-siblings who get what they want when they want it. Kathryn makes a bet with Sebastian: Sebastian must bed Annette, daughter of the headmaster at their school, before the end of summer break. Annette has stated that she would wait until love and marriage to sleep with a man. If Kathryn wins, she gets Sebastian's vintage 1959 Jaguar Roadster. If Sebastian wins, he gets Kathryn, the only girl he knows he'll never have. Also in play is Cecile, a naïve girl whose mother had enlisted Kathryn to help her fit in at her new school. However, Kathryn (with Sebastian's help) plans to ruin Cecile's reputation as revenge on Kat's ex-boyfriend, who left her for Cecile.","Drama, Romance","Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon","Choderlos de Laclos, Roger Kumble",Roger Kumble,6.8
The Blair Witch Project,1999,exact,The Blair Witch Project,1999,"In search of a local legend, three bold amateur documentarians--director, Heather; cameraman, Josh; sound recorder, Mike--hike into Burkittsville's gloomy Black Hills Forest to find a shadow: the fabled Blair Witch. Now, one long year later--after that fateful October of 1994--there's still no sign of the student filmmakers, apart from the raw footage they left behind. Who knows what truly happened during their creepy five-day journey into the mouth of madness? Was there, indeed, an intangible supernatural presence in the dark woods that led to the team's disappearance? Either way, the missing trio must have seen something. Could the nightmarish myth be real?","Horror, Mystery","Heather Donahue, Joshua Leonard, Michael C. Williams","Daniel Myrick, Eduardo Sánchez, Heather Donahue","Daniel Myrick, Eduardo Sánchez",6.5
The Virgin Suicides,1999,exact,The Virgin Suicides,1999,"A man about forty years of age tells the story from when he was a teenager in upscale suburban Detroit of his and three of his friends' fascination with the mysterious and doomed Lisbon sisters. In 1974, the sisters were seventeen year old Therese, sixteen year old Mary, fifteen year old Bonnie, fourteen year old Lux, and thirteen year old Cecilia. Their fascination still remains as they try to piece together the entire story. The sisters were mysteries if only because of having a strict and overprotective upbringing by their father, who taught math at the girls' private co-ed school, and overly devout Catholic mother, who largely dictated the household rules. The story focuses primarily on two incidents and the resulting situations on the girls' lives. The first was an action by Cecilia to deal with her emotions over her life. And the second was the relationship between Lux - the sister who pushed the boundaries of the household rules most overtly in doing what most teenagers want to do - and Trip Fontaine, he who could have any girl he wanted but wanting solely Lux.","Drama, Romance","Kirsten Dunst, Josh Hartnett, James Woods","Jeffrey Eugenides, Sofia Coppola",Sofia Coppola,7.2
Magnolia,1999,exact,Magnolia,1999,"24 hours in L.A.; it's raining cats and dogs. Two parallel and intercut stories dramatize men about to die: both are estranged from a grown child, both want to make contact, and neither child wants anything to do with dad. Earl Partridge's son is a charismatic misogynist; Jimmy Gator's daughter is a cokehead and waif. A mild and caring nurse intercedes for Earl, reaching the son; a prayerful and upright beat cop meets the daughter, is attracted to her, and leads her toward a new calm. Meanwhile, guilt consumes Earl's young wife, while two whiz kids, one grown and a loser and the other young and pressured, face their situations. The weather, too, is quirky.",Drama,"Tom Cruise, Jason Robards, Julianne Moore",Paul Thomas Anderson,Paul Thomas Anderson,8.0
"Girl, Interrupted",1999,exact,"Girl, Interrupted",1999,"In 1967, Susanna Kaysen had a headache and chased a bottle of aspirin with a bottle of vodka. This landed her in the mental institution, Claymoore. Here she is diagnosed, by Dr. Melvin Potts, with borderline personality disorder. When she arrives at Claymoore, she is greeted by Nurse Valerie Owens and shown round the woman's ward. Here she meets Georgina Tuskin, a pathological liar who is fixated with The Wizard of Oz; Polly Clark, a childlike schizophrenic; Janet Webber, a sardonic anorexic patient; Daisy Randone, a girl who won't let anyone in her room, and only eats her father's chicken; and Lisa Rowe, a sociopath who controls the other patients, and makes lives hard for the nurses at Claymoore. Through the movie, Lisa gains and loses control over Susanna and we see how bad she really can be. The movie's ending shows Susanna being released from Claymoore after an 18-month stay. How does Susanna take back her control? This movie battles subjects such as mental heath, abuse, self-harm and suicide.","Biography, Drama","Winona Ryder, Angelina Jolie, Clea DuVall","James Mangold, Lisa Loomer, Anna Hamilton Phelan",James Mangold,7.3
Stuart Little,1999,exact,Stuart Little,1999,"In New York City, you would come across a small house, home to a family known as the Littles. You would happen to think of them as the nicest family you'd ever meet. One day, Fredrick and Eleanor, both parents and Littles, ho to and orphanage to find a brother for their son, George. While at it, they meet Stuart, a small, but charming mouse, who apparently, is human-civilized. They adopt him, and everyone, even George, loves him. But there is one problem with Stuart's life, Snowbell, the Little family cat, who wants him. But when trouble starts up almost immediately, Stuart must make it back to his home-before snowbell's friends find out about him","Adventure, Comedy, Family","Michael J. Fox, Geena Davis, Hugh Laurie","E.B. White, M. Night Shyamalan, Greg Brooker",Rob Minkoff,6.0
Deep Blue Sea,1999,exact,Deep Blue Sea,1999,"A businessman sinks $200 million into a special project to help fight Alzheimer's disease. As part of this project, medical biologist Susan McAlester rather naughtily figures out a way to genetically enlarge shark brains, so that disease-battling enzymes can be harvested. However, the shark subjects become super smart and decide they don't much like being cooped up in pens and being stabbed with hypodermics, so they figure a way to break out and make for the open sea...","Action, Adventure, Sci-Fi","Thomas Jane, Saffron Burrows, Samuel L. Jackson","Duncan Kennedy, Donna Powers, Wayne Powers",Renny Harlin,5.9
The Boondock Saints,1999,exact,The Boondock Saints,1999,"Two Irish brothers accidentally kill mafia thugs. They turn themselves in and are released as heroes. They then see it as a calling by God and start knocking off mafia gang members one by one. Willem Dafoe plays the detective trying to figure out the killings, but the closer he comes to catching the Irish brothers, the more he thinks the brothers are doing the right thing.","Action, Crime, Thriller","Willem Dafoe, Sean Patrick Flanery, Norman Reedus",Troy Duffy,Troy Duffy,7.6
Varsity Blues,1999,exact,Varsity Blues,1999,"In small-town Texas, high school football is a religion. The head coach is deified, as long as the team is winning and 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. In his 30th year as head coach, Bud Kilmer (Jon Voight) is trying to lead his West Canaan Coyotes to their 23rd division title. When star quarterback Lance Harbor (Paul Walker) suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon (James Van Der Beek), a second-string quarterback with a slightly irreverent approach to the game. ""Varsity Blues"" explores our obsession with sports and how teenage athletes respond to the extraordinary pressures places on them.","Comedy, Drama, Romance","James Van Der Beek, Jon Voight, Paul Walker",W. Peter Iliff,Brian Robbins,6.6
She's All That,1999,exact,She's All That,1999,"She's All That is your typical high school prom king and queen story and the run in defending the star status in the upcoming election. High school hottie, Zack Siler is dumped by his prom-queen girlfriend, the equally attractive and extremely popular, Taylor Vaughan who fell for a second-hand world reject TV soap star who she met over the spring break. Having been publicly dumped, Zack defends his discomposure by stating that Taylor is all make-up and wonder-bra and he can make any ordinary girl a prom queen with a similar package. His high-school buddy, Dean Sampson, engages him in a bet following this statement and picks the geeky looking Laney Boggs out of the crowd as the girl Zack must transform into the new prom queen. Zack agrees since he has no option, but as time passes and Laney begins to transform, Zack begins to find her attractive. While all that falls beautifully in place, it's not your typical fairy-tale. Throw in Dean Sampson to complicate the situation, as when he first made the bet he never thought that Zack could rise to the challenge but looking at how Laney has transformed, it looks like Zack could be on a winning streak.","Comedy, Romance","Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard",R. Lee Fleming Jr.,Robert Iscove,5.9
Sleepy Hollow,1999,exact,Sleepy Hollow,1999,"The curse of The Headless Horseman (Christopher Walken) is the legacy of the small town of Sleepy Hollow. Spearheaded by the eager Constable Ichabod Crane (Johnny Depp) and his new world ways into the quagmire of secrets and murder, secrets once laid to rest, best forgotten and now reawakened, and he too, holding a dark secret of a past once gone.","Fantasy, Horror, Mystery","Johnny Depp, Christina Ricci, Miranda Richardson","Washington Irving, Kevin Yagher, Andrew Kevin Walker",Tim Burton,7.3
Lake Placid,1999,exact,Lake Placid,1999,"Shortly after the horrifying underwater attack in Maine's Black Lake, the local Fish and Game officer, Jack Wells, enlists the help of the New York City palaeontologist, Kelly Scott, to investigate. With only a mangled body as their starting point, Jack and Kelly embark on a dangerous mission to find the mysterious creature, as Sheriff Hank Keough, a mythology professor, and an eccentric inhabitant all want to locate the elusive predator first. But, something deadly is lurking beneath the silent pond, and it's already taken a liking to the juicy human flesh. What is the secret of Lake Placid?","Action, Comedy, Horror","Bridget Fonda, Bill Pullman, Oliver Platt",David E. Kelley,Steve Miner,5.8
Toy Story 2,1999,exact,Toy Story 2,1999,"While Andy is away at summer camp Woody has been toynapped by Al McWiggin, a greedy collector and proprietor of ""Al's Toy Barn""! In this all-out rescue mission, Buzz and his friends Mr. Potato Head, Slinky Dog, Rex and Hamm springs into action to rescue Woody from winding up as a museum piece. They must find a way to save him before he gets sold in Japan forever and they'll never see him again!","Animation, Adventure, Comedy","Tom Hanks, Tim Allen, Joan Cusack","Andrew Stanton, Rita Hsiao, Doug Chamberlin","John Lasseter, Ash Brannon, Lee Unkrich",7.9
Dogma,1999,exact,Dogma,1999,"An abortion clinic worker with a special heritage is enlisted to prevent two angels from reentering Heaven and thus undoing the fabric of the universe. Along the way, she is aided by two prophets, Jay and Silent Bob. With the help of Rufus, the 13th Apostle, they must stop those who stand in their way and prevent the angels from entering Heaven.","Adventure, Comedy, Drama","Ben Affleck, Matt Damon, Linda Fiorentino",Kevin Smith,Kevin Smith,7.3
Tarzan,1999,exact,Tarzan,1999,"The movie is about the life of Tarzan. Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...","Animation, Adventure, Comedy","Tony Goldwyn, Minnie Driver, Brian Blessed","Tab Murphy, Bob Tzudiker, Noni White","Chris Buck, Kevin Lima",7.3
Election,1999,exact,Election,1999,"The high school Class President election is approaching and it looks like Tracy Flick is going to win, unopposed. However, teacher Jim McAllister has other plans. He convinces jock Paul Metzler to run, sparking off an interesting chain of events.","Comedy, Romance","Matthew Broderick, Reese Witherspoon, Loren Nelson","Tom Perrotta, Alexander Payne, Jim Taylor",Alexander Payne,7.2
Being John Malkovich,1999,exact,Being John Malkovich,1999,"Puppeteer Craig Schwartz and animal lover and pet store clerk Lotte Schwartz are just going through the motions of their marriage. Despite not being able to earn a living solely through puppeteering, Craig loves his profession as it allows him to inhabit the skin of others. He begins to take the ability to inhabit the skin of others to the next level when he is forced to take a job as a file clerk for the off-kilter LesterCorp, located on the five-foot tall 7½ floor of a Manhattan office building. Behind one of the filing cabinets in his work area, Craig finds a hidden door which he learns is a portal into the mind of John Malkovich, the visit through the portal which lasts fifteen minutes after which the person is spit into a ditch next to the New Jersey Turnpike. Craig is fascinated by the meaning of life associated with this finding. Lotte's trips through the portal make her evaluate her own self. And the confident Maxine Lund, one of Craig's co-workers who he tells about the portal if only because he is attracted to her, thinks that it is a money making opportunity in selling trips into Malkovich's mind after office hours for $200 a visit. Craig, Lotte and Maxine begin to understand that anyone entering the portal has the ability to control Malkovich's mind, which also alters his entire being. This experience makes Maxine fall in love with a composite. This ability to control Malkovich's mind begs the question of the ultimate psychedelic trip for Malkovich himself, who begins to feel that something is not right in the world as he knows it.","Comedy, Drama, Fantasy","John Cusack, Cameron Diaz, Catherine Keener",Charlie Kaufman,Spike Jonze,7.7
The Iron Giant,1999,exact,The Iron Giant,1999,"This is the story of a nine-year-old boy named Hogarth Hughes who makes friends with an innocent alien giant robot that came from outer space. Meanwhile, a paranoid U.S. Government agent named Kent Mansley arrives in town, determined to destroy the giant at all costs. It's up to Hogarth to protect him by keeping him at Dean McCoppin's place in the junkyard.","Animation, Action, Adventure","Eli Marienthal, Harry Connick Jr., Jennifer Aniston","Tim McCanlies, Brad Bird, Ted Hughes",Brad Bird,8.1
The World Is Not Enough,1999,exact,The World Is Not Enough,1999,"James Bond (Pierce Brosnan) is back. An oil tycoon is murdered in MI6, and Bond is sent to protect his daughter. Renard (Robert Carlyle), who has a bullet lodged in his brain from a previous Agent, is secretly planning the destruction of a pipeline. Bond gains a hand from research scientist Dr. Christmas Jones (Denise Richards), who witnesses the action which happens when Bond meets up with Renard, but Bond becomes suspicious about Elektra King (Sophie Marceau), especially when Bond's boss, M (Dame Judi Dench) goes missing. Bond must work quickly to prevent Renard from destroying Europe.","Action, Adventure, Thriller","Pierce Brosnan, Sophie Marceau, Robert Carlyle","Neal Purvis, Robert Wade, Bruce Feirstein",Michael Apted,6.4
Romance,1999,exact,Romance,1999,"Although deeply in love with her boyfriend - and indeed sleeping in the same bed with him - a schoolteacher cannot handle the almost complete lack of intimacy he will allow. Increasingly frustrated, she gradually finds her sexual appetites leading her into ever more risky situations, including a developing one with the headmaster.","Drama, Romance","Caroline Ducey, Sagamore Stévenin, François Berléand",Catherine Breillat,Catherine Breillat,5.2
Mystery Men,1999,exact,Mystery Men,1999,"In order to generate more endorsement revenue, Champion City's resident superhero Captain Amazing arranges for the release of super villain Casanova Frankenstein, only to be captured by him. The city's fate rests in the hands of seven loser superhero wannabes: the fork-flinging Blue Rajah, the shovel-wielding Shoveler, the possessed bowling ball-hurling Bowler, the flatulent Spleen, the only-when-nobody's-looking Invisible Boy, the mysterious Sphinx, and the perpetually-angry Mr. Furious.","Action, Comedy, Fantasy","Ben Stiller, Janeane Garofalo, William H. Macy","Neil Cuthbert, Bob Burden",Kinka Usher,6.1
Wild Wild West,1999,exact,Wild Wild West,1999,"Jim West is a guns-a-blazing former Civil War hero. Artemus Gordon is an inventive U.S. Marshal who excels in disguise. When the United States is threatened by psychotic Confederate Arliss Loveless, President Ulysses S Grant teams the duo up to bring him to justice. On a hazard-packed train journey from Washington, D.C. to Utah, West and Gordon must combine their skills to best Loveless and his diabolical machines.","Action, Comedy, Sci-Fi","Will Smith, Kevin Kline, Kenneth Branagh","Jim Thomas, John Thomas, S.S. Wilson",Barry Sonnenfeld,4.9
